fighter_id,name,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,last_updated,win%
1618,Seth Dikun,7,4,0,0,177.8,135 lbs.,175.26,1,"Aug 05, 1980",1.45,26,2.18,55,0.0,0,45,0.9,2018-11-21 21:14:19.717364,63.63636363636363
1625,Nate Diaz,20,11,0,0,182.88,170 lbs.,193.04,0,"Apr 16, 1985",4.64,44,3.69,54,1.17,30,45,1.4,2018-11-21 21:14:45.318473,64.51612903225806
1626,Nick Diaz,26,9,0,2,185.42,185 lbs.,193.04,0,"Aug 02, 1983",5.43,42,3.56,61,1.32,33,60,1.0,2018-11-21 21:14:48.542818,74.28571428571429
1627,Hacran Dias,23,6,1,0,172.72,155 lbs.,175.26,1,"Jun 16, 1984",2.08,41,3.31,55,2.5,39,76,0.5,2018-11-21 21:14:52.567843,76.66666666666667
1630,Tyler Diamond,9,2,0,0,170.18,145 lbs.,175.26,1,"Mar 18, 1991",3.4,47,2.53,44,3.0,75,70,0.0,2018-11-21 21:15:01.995609,81.81818181818183
1631,Marc Diakiese,12,3,0,0,177.8,155 lbs.,185.42,1,"Mar 16, 1993",2.6,32,2.9,54,2.05,31,61,0.0,2018-11-21 21:15:06.19993,80.0
1633,Cyrille Diabate,20,10,3,0,198.12,205 lbs.,205.74,0,"Oct 06, 1973",4.06,71,1.78,60,1.17,83,53,0.2,2018-11-21 21:15:14.656769,60.60606060606061
1634,Alessio Di Chirico,12,2,0,0,182.88,185 lbs.,187.96,1,"Dec 12, 1989",3.36,41,2.94,63,2.48,56,77,0.0,2018-11-21 21:15:18.019901,85.71428571428571
1638,Tony DeSouza,10,4,0,0,182.88,170 lbs.,177.8,0,"Jul 26, 1974",1.12,52,1.57,41,2.25,42,40,1.5,2018-11-21 21:15:33.325688,71.42857142857143
1640,Mackenzie Dern,7,0,0,0,162.56,115 lbs.,160.02,1,"Mar 24, 1993",4.87,48,3.32,65,0.86,16,0,1.7,2018-11-21 21:15:39.80499,100.0
1641,Jason Dent,21,12,0,0,177.8,155 lbs.,180.34,1,"Jun 12, 1980",2.01,39,3.7,62,0.0,0,26,1.4,2018-11-21 21:15:44.360068,63.63636363636363
1645,Chris Dempsey,11,4,0,0,177.8,185 lbs.,182.88,1,"Sep 08, 1987",2.25,32,2.82,65,2.64,23,16,0.0,2018-11-21 21:15:58.712387,73.33333333333333
1648,Jon Delos Reyes,8,5,0,0,167.64,125 lbs.,170.18,1,"Aug 19, 1987",2.99,38,4.14,51,3.2,83,55,1.9,2018-11-21 21:16:08.33333,61.53846153846154
1649,Roland Delorme,9,4,0,1,175.26,135 lbs.,180.34,1,"Dec 18, 1983",2.28,44,4.32,40,2.51,34,42,1.6,2018-11-21 21:16:12.698626,69.23076923076923
1651,Rolando Delgado,11,5,1,0,190.5,155 lbs.,195.58,1,"Nov 22, 1981",1.56,40,1.83,62,1.17,22,0,3.5,2018-11-21 21:16:18.462332,64.70588235294117
1653,Shane del Rosario,11,2,0,0,193.04,250 lbs.,200.66,0,"Sep 23, 1983",3.93,60,2.97,54,1.2,40,16,2.4,2018-11-21 21:16:27.390897,84.61538461538461
1655,Tom DeBlass,7,2,0,0,182.88,185 lbs.,190.5,1,"May 14, 1982",1.5,35,4.43,37,1.0,50,28,0.5,2018-11-21 21:16:35.811177,77.77777777777779
1657,Germaine de Randamie,8,3,0,0,175.26,135 lbs.,180.34,1,"Apr 24, 1984",3.13,45,2.16,67,0.0,0,88,0.2,2018-11-21 21:16:42.893489,72.72727272727273
1659,Talita Bernardo,6,3,0,0,162.56,135 lbs.,172.72,1,"Mar 04, 1987",2.85,46,3.65,58,2.0,25,50,0.7,2018-11-21 21:16:49.386318,66.66666666666666
1660,Jorge de Oliveira,7,2,0,0,172.72,155 lbs.,180.34,1,"Jan 22, 1980",1.26,31,4.84,48,0.0,0,22,0.0,2018-11-21 21:16:53.617675,77.77777777777779
1663,Rodrigo de Lima,8,3,1,0,170.18,155 lbs.,190.5,1,"Mar 12, 1991",1.29,33,5.5,32,2.66,36,0,1.3,2018-11-21 21:17:03.918251,66.66666666666666
1664,Mike de la Torre,14,7,0,1,180.34,145 lbs.,180.34,1,"Sep 22, 1986",3.21,39,4.75,51,0.36,16,83,0.0,2018-11-21 21:17:07.933397,66.66666666666666
1665,Mark De La Rosa,11,1,0,0,167.64,135 lbs.,165.1,1,"Aug 31, 1994",3.24,43,3.0,57,1.05,20,50,0.5,2018-11-21 21:17:12.202513,91.66666666666666
1666,Montana De La Rosa,9,4,0,0,170.18,125 lbs.,172.72,0,"Feb 14, 1995",3.79,37,3.06,55,0.0,0,0,1.8,2018-11-21 21:17:15.96059,69.23076923076923
1667,Chris de la Rocha,4,2,0,0,190.5,250 lbs.,203.2,1,"May 15, 1979",4.28,42,5.51,46,2.41,27,100,1.6,2018-11-21 21:17:19.190469,66.66666666666666
1668,Philip De Fries,9,3,0,1,195.58,250 lbs.,208.28,1,"Apr 21, 1986",2.3,47,3.0,37,3.29,42,100,0.6,2018-11-21 21:17:23.229866,75.0
1670,Martin Day,8,2,0,0,177.8,135 lbs.,180.34,1,"Nov 10, 1988",4.53,43,2.73,59,1.0,50,66,0.0,2018-11-21 21:17:31.145533,80.0
1671,Jason Day,19,12,0,0,182.88,185 lbs.,182.88,1,"May 19, 1981",3.61,54,3.46,47,1.13,100,0,0.0,2018-11-21 21:17:35.904346,61.29032258064516
1673,Hakeem Dawodu,8,1,1,0,172.72,145 lbs.,185.42,1,"Jul 02, 1991",4.98,45,1.6,65,0.0,0,100,0.0,2018-11-21 21:17:40.86533,80.0
1674,Mike Davis,5,1,0,0,182.88,145 lbs.,182.88,1,"Oct 07, 1992",5.13,49,7.4,48,0.0,0,100,0.0,2018-11-21 21:17:43.856431,83.33333333333334
1675,Brandon Davis,9,5,0,0,177.8,145 lbs.,182.88,1,"May 08, 1990",4.97,33,4.36,64,0.22,33,57,0.0,2018-11-21 21:17:47.374149,64.28571428571429
1677,Alexis Davis,19,8,0,0,167.64,125 lbs.,172.72,1,"Oct 04, 1984",4.18,44,4.16,55,0.8,38,34,1.0,2018-11-21 21:17:55.226915,70.37037037037037
1681,Phil Davis,13,3,0,1,187.96,205 lbs.,200.66,1,"Sep 25, 1984",2.85,34,1.33,72,2.99,38,72,0.6,2018-11-21 21:18:08.111263,81.25
1682,LC Davis,17,4,0,0,172.72,135 lbs.,175.26,0,"Oct 28, 1980",2.04,30,2.1,59,2.27,46,66,0.2,2018-11-21 21:18:09.867905,80.95238095238095
1683,Marcus Davis,20,9,0,1,177.8,170 lbs.,177.8,0,"Aug 24, 1973",2.72,39,2.79,65,1.6,48,47,1.4,2018-11-21 21:18:13.881804,68.96551724137932
1687,Beneil Dariush,15,4,1,0,177.8,155 lbs.,182.88,0,"May 06, 1989",3.92,48,2.64,61,1.47,30,80,0.8,2018-11-21 21:18:30.97491,75.0
1688,Karen Darabedyan,9,4,0,0,170.18,155 lbs.,172.72,1,"Dec 18, 1986",3.43,51,2.62,67,2.14,75,0,0.0,2018-11-21 21:18:34.308677,69.23076923076923
1689,Mac Danzig,22,12,1,0,172.72,155 lbs.,177.8,1,"Jan 02, 1980",3.39,48,3.44,57,1.2,37,46,0.6,2018-11-21 21:18:40.711482,62.857142857142854
1694,Jarjis Danho,6,1,1,1,190.5,265 lbs.,187.96,1,"Oct 15, 1983",3.39,48,5.77,47,0.57,20,100,0.0,2018-11-21 21:18:56.034074,75.0
1695,Cindy Dandois,8,3,0,0,170.18,135 lbs.,172.72,1,"Oct 26, 1984",3.13,32,3.4,58,5.0,55,0,0.0,2018-11-21 21:18:58.957896,72.72727272727273
1697,Rodrigo Damm,12,9,0,0,170.18,155 lbs.,180.34,1,"Feb 03, 1980",3.5,36,5.61,57,0.44,16,80,0.3,2018-11-21 21:19:08.361953,57.14285714285714
1699,Aisling Daly,16,6,0,0,157.48,115 lbs.,162.56,0,"Dec 24, 1987",2.92,52,1.4,55,2.15,41,33,0.9,2018-11-21 21:19:16.354815,72.72727272727273
1702,Paul Daley,31,11,2,0,175.26,170 lbs.,193.04,1,"Feb 21, 1983",3.14,47,2.37,60,0.91,40,64,0.0,2018-11-21 21:19:27.70861,70.45454545454545
1703,Nicolas Dalby,14,2,1,0,180.34,170 lbs.,187.96,1,"Nov 16, 1984",3.27,38,3.33,55,2.0,50,69,0.0,2018-11-21 21:19:32.082611,82.35294117647058
1704,Sheymon Moraes,11,2,0,0,172.72,145 lbs.,182.88,1,"Oct 11, 1990",2.76,40,3.06,67,0.0,0,47,0.0,2018-11-21 21:19:35.395852,84.61538461538461
1705,Henrique da Silva,14,5,0,0,190.5,205 lbs.,193.04,1,"Sep 01, 1989",3.89,60,5.28,40,0.25,14,22,0.2,2018-11-21 21:19:40.502469,73.68421052631578
1706,Claudio Silva,12,1,0,0,180.34,170 lbs.,180.34,0,"Sep 06, 1982",2.55,45,2.32,45,3.04,25,50,0.9,2018-11-21 21:19:44.122081,92.3076923076923
1707,Jussier Formiga,22,5,0,0,165.1,125 lbs.,170.18,1,"Apr 14, 1985",1.34,38,2.17,65,1.86,37,85,0.7,2018-11-21 21:19:48.587512,81.48148148148148
1711,Kailin Curran,4,6,0,0,162.56,115 lbs.,165.1,1,"Apr 11, 1991",3.89,43,4.75,53,2.0,57,61,0.6,2018-11-21 21:20:10.862414,40.0
1712,Ion Cutelaba,14,3,0,1,185.42,205 lbs.,190.5,0,"Dec 14, 1993",4.62,35,3.16,48,1.95,66,69,0.0,2018-11-21 21:20:11.003358,82.35294117647058
1714,Jeff Curran,35,15,1,0,167.64,135 lbs.,175.26,1,"Sep 02, 1977",1.54,31,2.48,60,0.35,12,35,1.2,2018-11-21 21:20:15.089337,68.62745098039215
1716,Alton Cunningham,5,1,0,0,187.96,185 lbs.,195.58,1,"Jun 24, 1993",1.66,62,9.61,38,0.0,0,100,0.0,2018-11-21 21:20:22.294884,83.33333333333334
1717,Luke Cummo,6,6,0,0,182.88,170 lbs.,187.96,1,"Apr 27, 1980",1.74,43,1.5,59,0.89,55,42,1.4,2018-11-21 21:20:25.947185,50.0
1718,Patrick Cummins,10,6,0,0,187.96,205 lbs.,193.04,1,"Nov 16, 1980",4.21,50,3.36,55,4.51,40,28,0.1,2018-11-21 21:20:27.944489,62.5
1720,Zak Cummings,21,6,0,0,182.88,170 lbs.,190.5,0,"Aug 02, 1984",2.49,30,2.86,52,1.09,38,66,0.9,2018-11-21 21:20:36.637054,77.77777777777779
1724,Dominick Cruz,22,2,0,0,172.72,135 lbs.,172.72,1,"Mar 09, 1985",3.53,31,2.15,74,3.17,50,83,0.1,2018-11-21 21:20:53.75705,91.66666666666666
1728,Daron Cruickshank,16,8,0,1,172.72,155 lbs.,182.88,0,"Jun 11, 1985",2.88,38,2.98,57,2.04,41,60,0.2,2018-11-21 21:21:08.444742,66.66666666666666
1729,Allen Crowder,9,3,0,1,190.5,245 lbs.,193.04,1,"Nov 08, 1989",3.58,54,2.33,60,1.79,33,100,0.9,2018-11-21 21:21:12.519723,75.0
1734,Tim Credeur,12,4,0,0,190.5,185 lbs.,190.5,1,"Jul 09, 1977",3.59,30,3.13,57,0.41,100,50,3.3,2018-11-21 21:21:30.229552,75.0
1737,Paul Craig,10,2,0,0,190.5,205 lbs.,193.04,1,"Nov 27, 1987",2.51,51,3.64,44,1.45,23,66,1.9,2018-11-21 21:21:41.140565,83.33333333333334
1738,Andrew Craig,9,4,0,0,185.42,170 lbs.,193.04,1,"Jan 15, 1986",2.39,40,3.01,50,0.53,37,72,0.0,2018-11-21 21:21:44.960562,69.23076923076923
1739,Nathan Coy,15,7,0,0,177.8,170 lbs.,175.26,0,"Jul 24, 1978",3.88,52,2.4,61,3.17,47,50,0.0,2018-11-21 21:21:49.564045,68.18181818181817
1741,Colby Covington,14,1,0,0,180.34,170 lbs.,182.88,1,"Feb 22, 1988",3.26,38,2.2,57,5.63,51,78,0.2,2018-11-21 21:21:55.859659,93.33333333333333
1743,Ryan Couture,7,3,0,0,177.8,155 lbs.,190.5,1,"Aug 27, 1982",3.54,45,2.87,54,1.55,29,46,1.3,2018-11-21 21:22:04.132999,70.0
1745,Randy Couture,19,11,0,0,185.42,205 lbs.,190.5,1,"Jun 22, 1963",2.85,57,1.53,59,2.78,46,58,0.5,2018-11-21 21:22:14.816657,63.33333333333333
1747,Rashad Coulter,8,4,0,0,180.34,205 lbs.,193.04,1,"Nov 27, 1981",3.74,50,7.02,52,0.0,0,57,0.0,2018-11-21 21:22:19.116435,66.66666666666666
1748,JR Coughran,6,1,0,0,167.64,145 lbs.,180.34,1,"May 17, 1994",12.29,57,6.8,45,0.0,0,75,0.0,2018-11-21 21:22:21.172312,85.71428571428571
1749,JC Cottrell,17,5,0,0,175.26,155 lbs.,180.34,1,"Nov 04, 1989",0.79,25,2.75,45,0.79,100,50,0.0,2018-11-21 21:22:24.95671,77.27272727272727
1750,Patrick Cote,24,11,0,0,180.34,170 lbs.,180.34,1,"Feb 29, 1980",2.81,48,3.21,48,0.68,20,43,0.2,2018-11-21 21:22:28.681168,68.57142857142857
1756,Bethe Correia,10,3,1,0,165.1,135 lbs.,162.56,1,"Jun 22, 1983",4.34,45,3.87,59,0.48,25,85,0.0,2018-11-21 21:22:49.887564,71.42857142857143
1759,Daniel Cormier,22,1,0,1,180.34,235 lbs.,182.88,1,"Mar 20, 1979",3.84,49,2.46,58,2.04,45,78,0.5,2018-11-21 21:23:00.698033,95.65217391304348
1761,Akira Corassani,14,7,0,1,172.72,145 lbs.,172.72,1,"Aug 27, 1982",3.25,45,4.91,50,0.7,28,86,0.0,2018-11-21 21:23:06.811006,66.66666666666666
1762,Michael Cora,4,1,0,0,185.42,170 lbs.,195.58,0,"Aug 24, 1989",0.8,28,0.13,66,0.0,0,25,0.0,2018-11-21 21:23:09.949497,80.0
1763,Josh Copeland,9,2,0,0,185.42,265 lbs.,190.5,1,"Oct 20, 1982",1.03,31,3.01,55,0.0,0,57,0.0,2018-11-21 21:23:13.736038,81.81818181818183
1764,Chris Cope,5,4,0,0,182.88,170 lbs.,182.88,1,"Mar 05, 1983",3.96,26,4.82,50,0.0,0,80,0.0,2018-11-21 21:23:18.155292,55.55555555555556
1766,Amanda Cooper,4,5,0,0,160.02,115 lbs.,162.56,0,"Oct 22, 1991",3.55,44,3.2,51,1.53,38,28,1.8,2018-11-21 21:23:24.997443,44.44444444444444
1779,Carlos Condit,30,12,0,0,187.96,170 lbs.,190.5,1,"Apr 26, 1984",3.62,39,2.36,57,0.59,55,37,1.1,2018-11-21 21:24:13.535404,71.42857142857143
1781,Christian Colombo,8,3,1,0,195.58,265 lbs.,203.2,1,"Jul 01, 1980",2.76,44,4.02,42,0.0,0,33,0.0,2018-11-21 21:24:21.102184,66.66666666666666
1782,Jake Collier,11,4,0,0,190.5,205 lbs.,198.12,1,"Oct 25, 1988",4.15,39,3.69,52,0.72,23,67,0.5,2018-11-21 21:24:23.57358,73.33333333333333
1783,Jamie Colleen,4,1,0,0,160.02,115 lbs.,165.1,1,"Nov 02, 1985",3.11,61,5.66,33,0.52,33,50,1.6,2018-11-21 21:24:27.421277,80.0
1784,Clay Collard,14,7,0,1,180.34,145 lbs.,185.42,1,"Mar 10, 1993",4.22,32,5.0,50,2.81,39,71,0.5,2018-11-21 21:24:30.354439,66.66666666666666
1786,Mark Coleman,16,10,0,0,185.42,205 lbs.,190.5,1,"Dec 20, 1964",1.88,52,2.62,40,3.89,40,50,0.8,2018-11-21 21:24:38.317189,61.53846153846154
1792,John Cofer,7,4,0,0,175.26,155 lbs.,185.42,0,"Apr 29, 1984",2.73,41,3.43,62,1.22,50,64,0.0,2018-11-21 21:24:58.570068,63.63636363636363
1794,Marloes Coenen,21,5,0,0,175.26,145 lbs.,170.18,0,"Mar 31, 1981",2.15,51,1.9,67,0.82,30,41,2.5,2018-11-21 21:25:05.615217,80.76923076923077
1799,Josh Clopton,6,2,1,0,167.64,145 lbs.,172.72,1,"Jul 11, 1981",1.6,64,2.87,50,2.0,66,75,0.0,2018-11-21 21:25:23.516382,66.66666666666666
1801,Chris Clements,12,6,0,1,177.8,170 lbs.,177.8,1,"Feb 09, 1976",3.2,49,2.37,44,0.0,0,32,0.3,2018-11-21 21:25:29.522356,66.66666666666666
1802,Rich Clementi,40,20,1,0,175.26,155 lbs.,182.88,0,"Mar 31, 1976",1.43,37,2.29,60,1.72,42,25,1.1,2018-11-21 21:25:34.663597,65.57377049180327
1803,Mitch Clarke,11,5,0,0,177.8,155 lbs.,185.42,1,"Nov 24, 1985",2.35,34,3.27,47,0.64,15,50,0.4,2018-11-21 21:25:38.262006,68.75
1805,Jessica-Rose Clark,9,5,0,1,165.1,125 lbs.,162.56,1,"Nov 28, 1987",4.6,50,4.13,61,1.33,66,57,0.7,2018-11-21 21:25:42.710095,64.28571428571429
1806,Devin Clark,9,2,0,0,182.88,205 lbs.,190.5,1,"Apr 12, 1990",3.35,57,2.81,41,3.36,48,80,0.3,2018-11-21 21:25:46.305487,81.81818181818183
1807,Heather Jo Clark,7,6,0,0,167.64,115 lbs.,162.56,0,"Sep 19, 1980",3.69,49,5.62,50,0.33,4,80,0.3,2018-11-21 21:25:48.906537,53.84615384615385
1813,Misha Cirkunov,14,4,0,0,190.5,205 lbs.,195.58,1,"Feb 27, 1987",4.5,52,2.51,65,4.53,58,71,2.3,2018-11-21 21:26:11.772437,77.77777777777779
1816,Hannah Cifers,8,3,0,0,154.94,115 lbs.,160.02,1,"Jun 26, 1992",5.84,59,9.69,29,0.0,0,80,0.0,2018-11-21 21:26:23.341522,72.72727272727273
1820,Anthony Christodoulou,12,6,0,0,175.26,155 lbs.,182.88,1,"Jul 30, 1987",2.19,26,5.9,45,0.0,0,40,0.0,2018-11-21 21:26:36.621062,66.66666666666666
1822,Joachim Christensen,14,6,0,0,190.5,205 lbs.,193.04,1,"Nov 07, 1978",3.78,41,3.29,46,0.0,0,0,0.0,2018-11-21 21:26:43.40491,70.0
1823,Will Chope,19,6,0,0,193.04,145 lbs.,193.04,0,"Sep 08, 1990",4.43,27,9.93,46,0.0,0,0,0.0,2018-11-21 21:26:45.830448,76.0
1824,Katlyn Chookagian,11,1,0,0,175.26,125 lbs.,172.72,1,"Dec 28, 1988",4.03,30,3.97,64,0.0,0,56,0.2,2018-11-21 21:26:48.401582,91.66666666666666
1825,Ryo Chonan,20,12,0,0,175.26,170 lbs.,177.8,1,"Oct 08, 1976",2.57,43,2.25,60,0.61,41,39,0.3,2018-11-21 21:26:52.742958,62.5
1826,John Cholish,8,3,0,0,180.34,155 lbs.,182.88,1,"Dec 17, 1983",2.65,49,2.29,73,1.82,31,78,0.4,2018-11-21 21:26:56.981631,72.72727272727273
1827,Dooho Choi,14,3,0,0,177.8,145 lbs.,177.8,1,"Apr 10, 1991",5.64,53,6.26,54,0.55,20,50,0.0,2018-11-21 21:27:00.960998,82.35294117647058
1831,Giga Chikadze,5,1,0,0,182.88,145 lbs.,182.88,1,"Aug 25, 1988",2.68,58,3.46,36,0.0,0,55,0.0,2018-11-21 21:27:17.590562,83.33333333333334
1832,Michael Chiesa,14,4,0,0,185.42,155 lbs.,190.5,0,"Dec 07, 1987",2.17,37,2.45,50,2.87,39,68,1.4,2018-11-21 21:27:21.430301,77.77777777777779
1834,Mark Cherico,11,1,0,0,170.18,145 lbs.,175.26,1,"May 12, 1986",3.69,34,7.37,56,5.03,50,0,0.0,2018-11-21 21:27:28.191236,91.66666666666666
1839,Ernest Chavez,8,2,0,0,172.72,145 lbs.,177.8,1,"Jun 27, 1983",2.79,40,3.89,59,0.89,33,50,0.0,2018-11-21 21:27:47.443122,80.0
1844,Alex Chambers,5,5,0,0,160.02,115 lbs.,160.02,0,"Oct 25, 1978",2.97,54,5.1,50,2.31,41,53,1.0,2018-11-21 21:28:05.074198,50.0
1846,Luan Chagas,15,3,1,0,182.88,170 lbs.,190.5,1,"Jun 17, 1993",4.16,47,3.19,62,0.32,12,85,0.3,2018-11-21 21:28:13.004537,78.94736842105263
1848,Donald Cerrone,34,11,0,1,185.42,170 lbs.,185.42,1,"Mar 29, 1983",4.09,48,4.02,54,1.28,34,71,1.4,2018-11-21 21:28:22.145455,75.55555555555556
1849,Adam Cella,4,2,0,0,187.96,170 lbs.,198.12,0,"Jun 26, 1985",1.91,42,2.61,51,3.92,75,50,1.3,2018-11-21 21:28:25.641522,66.66666666666666
1850,Henry Cejudo,13,2,0,0,162.56,125 lbs.,162.56,1,"Feb 09, 1987",3.42,42,2.6,67,2.31,35,88,0.1,2018-11-21 21:28:29.235364,86.66666666666667
1851,Yosdenis Cedeno,10,5,1,0,172.72,155 lbs.,175.26,1,"Feb 12, 1985",1.64,29,1.6,67,0.0,0,31,0.3,2018-11-21 21:28:32.613376,62.5
1852,Magnus Cedenblad,14,5,0,0,195.58,185 lbs.,200.66,1,"Apr 10, 1982",2.38,51,3.02,40,2.87,64,66,1.0,2018-11-21 21:28:36.0461,73.68421052631578
1853,Rafael Feijao,12,7,0,1,185.42,205 lbs.,185.42,1,"Apr 14, 1980",2.71,53,3.62,49,0.6,40,63,0.1,2018-11-21 21:28:38.693935,63.1578947368421
1854,Gesias Cavalcante,16,5,1,1,172.72,155 lbs.,180.34,1,"Jul 06, 1983",1.98,35,3.11,51,1.25,36,66,1.1,2018-11-21 21:28:43.158061,72.72727272727273
1856,Nick Catone,10,4,0,0,182.88,185 lbs.,182.88,0,"Sep 01, 1981",2.11,44,2.32,63,3.71,44,83,0.5,2018-11-21 21:28:48.856035,71.42857142857143
1860,Danny Castillo,17,10,0,0,175.26,155 lbs.,180.34,1,"Aug 25, 1979",2.57,42,1.96,62,2.95,38,63,0.2,2018-11-21 21:29:02.657886,62.96296296296296
1863,John Castaneda,13,2,0,0,170.18,135 lbs.,177.8,0,"Dec 18, 1991",3.2,46,1.87,71,2.0,28,66,0.0,2018-11-21 21:29:14.223759,86.66666666666667
1868,Cortney Casey,8,6,0,0,170.18,115 lbs.,170.18,1,"May 05, 1987",4.8,38,4.63,52,0.4,30,24,0.5,2018-11-21 21:29:34.798469,57.14285714285714
1869,Kevin Casey,9,5,1,2,180.34,185 lbs.,195.58,0,"Jun 15, 1981",2.27,53,3.76,46,0.79,22,27,0.4,2018-11-21 21:29:36.404182,60.0
1870,Johnny Case,22,6,0,0,177.8,155 lbs.,182.88,1,"Jun 28, 1989",3.95,38,2.66,61,1.7,45,72,0.0,2018-11-21 21:29:39.646682,78.57142857142857
1871,Shane Carwin,12,2,0,0,187.96,265 lbs.,203.2,1,"Jan 04, 1975",4.38,47,3.53,53,1.42,33,42,0.0,2018-11-21 21:29:43.528009,85.71428571428571
1873,Antonio Carvalho,15,6,0,0,175.26,145 lbs.,172.72,1,"May 30, 1979",3.03,29,3.62,64,0.0,0,100,0.0,2018-11-21 21:29:51.759954,71.42857142857143
1879,Cain Carrizosa,6,2,0,0,172.72,155 lbs.,187.96,1,"Jul 22, 1986",2.72,42,5.8,51,0.0,0,14,0.0,2018-11-21 21:30:13.810814,75.0
1883,Luana Carolina,4,1,0,0,170.18,135 lbs.,175.26,1,"Jun 11, 1993",5.67,55,3.07,36,0.0,0,100,1.0,2018-11-21 21:30:29.995155,80.0
1884,Renato Moicano,13,1,1,0,180.34,145 lbs.,182.88,1,"May 21, 1989",5.71,46,3.45,68,1.27,54,76,0.4,2018-11-21 21:30:33.880775,86.66666666666667
1885,Roan Carneiro,21,11,0,0,180.34,170 lbs.,187.96,1,"Jun 02, 1978",1.46,46,1.82,62,3.05,42,83,1.4,2018-11-21 21:30:37.916828,65.625
1886,Liz Carmouche,11,6,0,0,167.64,125 lbs.,167.64,1,"Feb 19, 1984",3.3,56,2.68,60,2.95,52,66,0.2,2018-11-21 21:30:41.521304,64.70588235294117
1887,Francis Carmont,23,10,0,0,190.5,205 lbs.,198.12,1,"Oct 11, 1981",2.22,42,1.64,59,1.79,36,73,0.6,2018-11-21 21:30:45.545181,69.6969696969697
1888,Antonio Carlos Junior,11,2,0,1,187.96,185 lbs.,200.66,1,"Mar 16, 1990",2.11,46,1.85,54,3.75,46,57,1.1,2018-11-21 21:30:48.313836,84.61538461538461
1892,Chris Cariaso,17,8,0,0,160.02,125 lbs.,160.02,0,"May 27, 1981",3.35,43,2.23,61,1.11,39,57,0.8,2018-11-21 21:31:03.520117,68.0
1896,Bryan Caraway,21,9,0,0,172.72,135 lbs.,172.72,1,"Aug 04, 1984",2.43,33,3.43,54,2.62,26,80,0.8,2018-11-21 21:31:15.832559,70.0
1900,Steve Cantwell,7,6,0,0,187.96,185 lbs.,190.5,1,"Dec 08, 1986",3.63,34,5.76,55,0.65,30,80,0.7,2018-11-21 21:31:30.460459,53.84615384615385
1904,Jared Cannonier,11,4,0,0,180.34,185 lbs.,195.58,0,"Mar 16, 1984",3.63,50,2.83,67,0.21,33,44,0.0,2018-11-21 21:31:46.117812,73.33333333333333
1905,Guido Cannetti,8,5,0,0,167.64,135 lbs.,172.72,0,"Dec 19, 1979",2.8,52,1.95,51,2.8,50,75,0.3,2018-11-21 21:31:49.002362,61.53846153846154
1906,Luiz Cane,12,5,0,1,187.96,185 lbs.,195.58,0,"Apr 24, 1981",4.79,41,5.0,60,0.56,28,100,0.3,2018-11-21 21:31:51.869001,70.58823529411765
1908,Carlos Candelario,6,0,0,0,172.72,125 lbs.,170.18,0,"Jun 04, 1991",3.87,47,1.67,57,0.0,0,46,0.0,2018-11-21 21:31:57.986257,100.0
1910,Chico Camus,14,7,0,1,167.64,125 lbs.,167.64,1,"Jan 26, 1985",2.58,41,2.46,64,0.77,40,72,0.4,2018-11-21 21:32:06.241913,66.66666666666666
1911,Will Campuzano,13,6,0,0,175.26,125 lbs.,177.8,1,"May 27, 1986",2.43,31,3.82,57,0.88,45,48,0.2,2018-11-21 21:32:10.503293,68.42105263157895
1915,Shane Campbell,12,6,0,0,182.88,155 lbs.,180.34,1,"Jan 21, 1987",3.99,59,3.19,55,1.36,28,82,0.0,2018-11-21 21:32:23.031344,66.66666666666666
1918,Brian Camozzi,7,5,0,0,187.96,170 lbs.,198.12,1,"Jun 24, 1991",3.15,26,6.39,54,0.0,0,0,0.7,2018-11-21 21:32:35.691257,58.333333333333336
1919,Chris Camozzi,24,13,0,0,187.96,185 lbs.,193.04,1,"Nov 20, 1986",3.57,44,2.96,56,0.27,19,57,0.5,2018-11-21 21:32:39.319889,64.86486486486487
1920,Fabricio Camoes,14,9,1,0,177.8,155 lbs.,185.42,1,"Dec 23, 1978",1.29,33,1.85,61,2.34,32,20,1.5,2018-11-21 21:32:42.57823,58.333333333333336
1921,Frank Camacho,21,7,0,0,177.8,170 lbs.,185.42,1,"May 18, 1989",6.23,45,7.82,52,1.46,45,80,0.0,2018-11-21 21:32:46.177674,75.0
1923,Cynthia Calvillo,7,1,0,0,162.56,115 lbs.,162.56,1,"Jul 13, 1987",3.41,38,3.1,66,2.02,53,69,2.6,2018-11-21 21:32:54.185272,87.5
1925,Joanne Calderwood,12,3,0,0,167.64,125 lbs.,165.1,0,"Dec 23, 1985",5.9,50,4.27,44,1.74,57,58,0.4,2018-11-21 21:33:03.223592,80.0
1927,Priscila Cachoeira,8,1,0,0,170.18,125 lbs.,165.1,1,"Aug 19, 1988",0.21,16,10.09,15,0.0,0,0,0.0,2018-11-21 21:33:08.608779,88.88888888888889
1928,Alex Caceres,14,11,0,1,177.8,145 lbs.,185.42,0,"Jun 20, 1988",3.86,49,2.78,63,0.57,75,59,0.8,2018-11-21 21:33:12.316718,56.00000000000001
1930,Yan Cabral,12,3,0,0,180.34,155 lbs.,185.42,1,"May 13, 1983",2.02,47,1.98,62,2.89,35,37,1.2,2018-11-21 21:33:20.598669,80.0
